K00C,37.203201,-107.869003
K00F,45.470462,-105.457145
K00M,31.953728,-89.23527
K00R,30.6859,-95.017899
K00V,38.945801,-104.57
K01,40.38750076293945,-95.78919982910156
K01G,42.741453,-78.052646
K01M,34.490924,-88.200996
K01T,30.37257,-100.190242
K02A,32.850498,-86.611397
K02C,43.090222,-88.17816
K02G,40.673302,-80.641403
K03B,37.126834,-92.621594
K03D,40.4473,-92.226997
K04A,31.7363,-86.262497
K04G,41.130501,-80.619598
K04M,33.930038,-89.343266
K04Y,46.883801,-96.350304
K05C,41.519798,-87.399498
K05D,47.966996,-102.477997
K05U,39.604198455799995,-116.004997253
K06A,32.460499,-85.680002
K06C,41.9892997742,-88.1011962891
K06D,48.8843,-99.620903
K06M,33.534622,-89.312975
K06U,41.97600173949999,-114.657997131
K07,37.935699,-91.813499
K07A,32.166801,-85.809702
K07F,32.528801,-94.971702
K07R,27.6103,-97.752614
K07V,37.5238,-105.009002
K08,38.035179,-102.11673
K08A,32.5294,-86.328201
K08C,42.935902,-85.805
K08D,48.3008,-102.405998
K08K,40.651402,-98.079803
K08M,32.7612,-89.530098
K09A,32.119301,-88.127502
K09J,31.074499,-81.427803
K09K,41.634903,-99.342161
K09M,33.991501,-90.078621
K09R,30.774768,-94.458818
K0A3,35.985298,-85.809303
K0A4,36.363701,-82.308998
K0A7,35.308258,-82.432948
K0A8,32.93691,-87.090533
K0A9,36.371201,-82.173302
K0B1,44.425201,-70.809896
K0B4,42.6036,-97.252602
K0B5,42.5914,-72.522797
K0B8,41.252099,-72.032218
K0C0,42.4025,-88.632401
K0C4,42.113899,-96.728107
K0D8,44.986698,-99.952797
K0E0,34.9751,-106.0028
K0E8,35.717701,-108.202003
K0F2,33.6017,-97.775597
K0F4,41.286449,-98.989745
K0F7,35.388699,-95.600238
K0F9,34.198502,-96.6745
K0G3,40.400849,-96.170406
K0G6,41.4674,-84.506599
K0G7,42.883598,-76.782246
K0H1,39.004501,-99.892899
K0I8,38.366199,-84.283302
K0J4,31.0425,-86.3116
K0J6,31.3643,-85.311798
K0J9,40.867802,-97.354011
K0K7,42.734831,-94.245315
K0L7,35.768299,-115.330002
K0L9,36.3111,-114.463997
K0M0,33.8848,-91.5345
K0M2,36.4753,-89.346199
K0M3,35.546001,-87.597298
K0M4,36.011101,-88.123299
K0M5,36.1166,-87.738197
K0M8,32.825901,-91.187698
K0M9,32.410702,-91.498703
K0O2,35.287128,-116.081657
K0Q5,40.028167,-124.074305
K0R0,31.297001,-89.812798
K0R1,31.016199,-87.4468
K0R3,29.97579956,-92.084198
K0R4,31.562000274658203,-91.50650024414062
K0R5,31.963699,-92.660301
K0R6,33.52259826660156,-92.46029663085938
K0S0,46.976799,-118.586998
K0S7,48.959,-119.412003
K0S9,48.0537986755,-122.810997009
K0V3,40.515527,-98.946216
K0V4,37.141701,-79.016403
K0V7,36.716444,-110.228444
K0VG,36.654099,-83.217796
K0W3,39.566799,-76.2024
K10C,42.402735,-88.376942
K10G,40.537201,-81.954399
K10U,41.953604,-116.182155
K11,36.218201,-95.651901
K11A,31.883301,-85.484901
K11R,30.219,-96.374298
K11V,40.328815,-104.614563
K12D,47.818154,-92.286099
K12G,40.872898,-82.697403
K12J,31.0506,-87.065598
K12K,40.0463981628418,-98.06009674072266
K12N,41.008598,-74.737999
K12V,38.44089889526367,-82.20079803466797
K12Y,44.441071,-93.916283
K13C,43.452099,-85.264801
K13K,37.851601,-96.291702
K14A,35.612998962402344,-80.89939880371094
K14F,32.849674,-100.136648
K14G,41.333099,-83.161201
K14J,31.41,-86.090302
K14M,33.182598,-90.830704
K14Y,45.898602,-94.873901
K15F,33.19150161743164,-99.71790313720703
K15J,31.1378,-83.4533
K15M,34.772300720214844,-88.16590118408203
K16D,46.610828,-95.60586
K16G,41.094101,-83.212502
K16J,31.743299,-84.419296
K17,37.583407,-100.469885
K17G,40.781803,-82.974408
K17J,31.006901,-84.877602
K17K,36.7743,-102.510002
K17M,31.862699508666992,-89.80059814453125
K17N,39.705502,-75.032997
K17V,40.627519,-102.600911
K18A,34.340099,-83.133499
K18I,36.695525,-84.391345
K18V,40.099998,-104.700996
K19A,34.174,-83.560699
K19M,33.1255,-90.025597
K19N,39.7784,-74.9478
K19S,37.497018,-100.834343
K1A0,35.18797,-85.176755
K1A3,35.016201,-84.346298
K1A4,31.103788,-86.06248
K1A5,35.222599029541016,-83.41899871826172
K1A6,36.610257,-83.737385
K1A7,36.395864,-85.641346
K1A9,32.438702,-86.512703
K1B0,45.004101,-69.237
K1B1,42.291302,-73.710297
K1B2,41.358299,-70.524399
K1B6,42.106499,-71.510101
K1B9,42.000099182099994,-71.1968002319
K1BT,37.919055,-90.57525
K1C1,40.449001,-88.127701
K1C5,41.695999145500004,-88.12920379639999
K1D1,45.23049927,-96.56600189
K1D3,43.404665,-98.830453
K1D7,45.292611,-97.511359
K1D8,44.856176,-98.531284
K1F0,34.1469993591,-97.1227035522
K1F4,34.14039993286133,-96.81199645996094
K1F5,39.367176,-100.441338
K1G0,41.390999,-83.630096
K1G1,41.33150100708008,-82.10030364990234
K1G3,41.151402,-81.4151
K1G4,35.985787,-113.817072
K1G5,41.13189,-81.767368
K1H0,38.726799,-90.508301
K1H2,39.0704,-88.533501
K1H3,38.471583,-91.817293
K1H5,36.989601135253906,-91.9541015625
K1H8,39.302502,-88.004097
K1I5,42.3643,-74.066002
K1J0,30.843879,-85.601773
K1K2,34.849300384521484,-97.58529663085938
K1K4,35.155102,-97.470398
K1K7,37.580518,-95.837184
K1K9,37.456667,-100.984664
K1L0,30.087,-90.582602
K1L1,37.787122,-114.420044
K1L3,35.444400787353516,-114.90899658203125
K1L7,37.74530029296875,-111.56999969482422
K1L8,37.138901,-113.306
K1L9,37.85969924926758,-112.81600189208984
K1M2,33.145207,-90.51526
K1M4,34.2803,-87.600403
K1M5,36.592681,-86.476936
K1M9,36.8177986145,-87.90750122070001
K1MO,37.12070083618164,-92.31120300292969
K1N1,35.094501,-106.167
K1N7,40.9711,-74.997498
K1O1,34.23759841918945,-98.74199676513672
K1O2,38.9906005859,-122.901000977
K1O3,38.20240021,-121.2679977
K1O4,35.733455,-98.730575
K1O5,41.7304000854,-122.54599762
K1O8,34.45859909057617,-99.17130279541016
K1Q2,40.650169,-120.768524
K1Q4,37.6791,-121.300003
K1R1,31.666903,-92.157722
K1R4,31.126399993896484,-92.50140380859375
K1R7,31.605801,-90.409302
K1R8,30.870321,-87.819298
K1S3,46.271099,-106.624001
K1S5,46.32709885,-119.9700012
K1S9,48.314098,-117.742995
K1T7,29.811536,-98.425777
K1U2,43.848201751699996,-112.499000549
K1U7,42.2472,-111.337997
K1V0,36.808168,-107.653077
K1V2,42.010036,-101.77007
K1V6,38.429739,-105.108562
K1V8,37.785399,-106.047632
K1X1,36.1059,-100.0257
K20A,33.971183,-86.380518
K20M,33.13349914550781,-88.53559875488281
K20N,41.985298,-73.964104
K20R,28.697799682617188,-99.81780242919922
K20U,46.925201,-103.982002
K20V,40.05341,-106.369078
K21D,44.99750137,-92.85569763
K21F,33.228699,-98.146698
K22F,33.2293014526,-100.569000244
K22I,39.328098,-82.441803
K22M,34.275901794433594,-89.03839874267578
K22N,40.809502,-75.761497
K22S,42.717899322509766,-120.56300354003906
K23,42.629552,-74.890445
K23M,32.0849,-88.738897
K23R,29.138399124145508,-98.94190216064453
K24A,35.31740188598633,-83.20989990234375
K24F,32.74599838256836,-94.30439758300781
K24J,30.3001,-83.024696
K24N,36.82849884033203,-106.88400268554688
K24R,28.68549919128418,-99.18920135498047
K25D,45.24769973754883,-92.99440002441406
K25J,31.701711,-84.827055
K25M,34.722301,-89.015099
K26,39.3114013671875,-93.50659942626953
K26A,33.284207,-85.80863
K26R,29.000999,-96.582001
K26U,42.00953,-117.727261
K27A,34.095423,-82.817581
K27K,38.234405,-84.434702
K27R,30.8622,-100.611
K28J,29.6586,-81.688904
K29,64.89790344240001,-163.70300293
